"EID","Title","DOI","Abstract","asreview_label_Valentin","asreview_label_Clara"
"2-s2.0-85199108692","A review of economic burden and negative health impacts due to air pollution","10.1016/B978-0-443-16080-6.00011-2","The air pollution levels are growing drastically. Indoor and outdoor air pollution has been a major environmental health threat globally. The health risks of acquiring conditions, including lung cancer, stroke, heart disease, and chronic bronchitis, are increased by both indoor and outdoor air pollution. Air pollution affects the quality of life by causing sickness and premature mortality. There is an inadequate understanding of the total health cost of air pollution with regard to all health outcomes. Air pollution affects income in different countries by creating a loss of productive labor. Air pollution has a long-term effect on productivity by slowing plant development, lowering agricultural productivity, making cities less appealing to talented employees, and lowering cities’ competitiveness. The other pollution costs are numerous, but this chapter does not mention comprehensive accounting. Society bears the economic burden of air pollution and its negative health impacts (health cost). The cost and economic burden of air pollution are mostly preventable; estimating the scale of these costs is critical. In this chapter, the health cost and economic burden of exposure to several ground-level gases, particulate air pollution, and their combined impacts are presented in detail. © 2024 Elsevier Inc. All rights are reserved.",1,1
"2-s2.0-0034193318","Air pollution and sick-leaves: A case study using air pollution data from Oslo","10.1023/A:1008318004154","During the last decade an increasing amount of studies have investigated the relationship between air pollution and human health effects. In this study we investigate how these effects in turn induce reduced labour productivity in terms of sick-leaves, which is an important factor in assessment of air pollution costs in urban areas. For this purpose we employ a logit model along with data on sick-leaves from a large office in Oslo and different air pollutants. Our results indicate that sick-leaves are significantly associated with particulate matter (PM10), while the associations with SO2 and NO2, are more ambiguous. We also try to estimate the induced social costs in terms of lost labour productivity and increased governmental expenditures, although these estimates are more uncertain.",1,1
"2-s2.0-85076054510","Air pollution and analyst information production","10.1016/j.jcorpfin.2019.101536","Recent studies investigate the impact of air pollution on labor productivity. We extend this literature by showing that air pollution negatively affects equity analyst information production. Analysts exposed to air pollution are less likely to issue timely forecasts or improve their forecast accuracy. Investigating the underlying mechanism, we find that analysts exposed to air pollution are less likely to provide bold (especially, negatively bold) forecasts. We also find evidence that market pricing is less sensitive to forecast revisions issued by analysts exposed to air pollution. Our results are robust to controlling for firm/analyst and time fixed effects, as well as additional specifications employing difference-in-differences designs and placebo tests. © 2019 Elsevier B.V.",1,1
"2-s2.0-84994792004","The relationship between population and the environment and its impact on sustainable development in Egypt using a multi-equation model","10.1007/s10668-016-9882-8","The relationship between population and the environment is a significant issue due to its impact on chances for achieving sustainable development, especially in developing countries. Previous studies on this relationship have primarily focused on the impact of population growth on the environment, while the impact of the environment on population has received less attention, where most of these studies have used single-equation models (SEM) in their analysis. In order to capture the interrelationship between population growth and the environment, and both its direct and indirect effects on the potential for achieving sustainable development, SEM may not be appropriate. This paper takes a step forward in providing such empirical evidence, by developing a multi-equation model based on the recursive equation system in order to empirically examine the relationship between population growth and the environment in terms of air pollution represented by increased CO2 emissions, health level represented by the mortality and morbidity due to air pollution, and labour productivity represented by GDP per hour worked, and using a time series data set for Egypt during the period of 1950–2010. Quantitatively, the current study finds that (1) In Egypt, a 1% increase in population raises the CO2 emissions by 2.4%. (2) An increase in CO2 emissions by 1% is associated with an increase in deaths due to outdoor air pollution (respiratory and cardiovascular diseases) by 2.5%. (3) Poor health due to air pollution leads to a decrease in labour productivity by 1.58%. (4) The impact of population growth on chances for sustainable development depends on how much the rise in air pollution decreases labour productivity through raising the rate of morbidity. (5) Even when rapid population growth rate plays a minor role in creating a specific problem, such as its indirect negative impact on labour productivity and thus economic growth, population management policies may still constitute a viable measure for dealing with that problem, especially with respect to policy intervention cost. The study argues that population growth in Egypt negatively affects the state’s ability to achieve sustainable development via its negative impact on the environment. Environmental degradation in turn leads to adverse effects on population, particularly with regard to public health. These negative effects on health lead to lower labour productivity, and thus hinder the state’s ability to sustain development. © 2016, Springer Science+Business Media Dordrecht.",1,0
"2-s2.0-85216234791","Financial reporting during gloomy days: Air pollution and real earnings management","10.1016/j.jaccpubpol.2025.107283","We investigate whether long-term exposure to polluted air affects a firm's real earnings management (REM). Using a sample of U.S. listed firms and Visibility, a novel measure of air pollution, we find that firms whose managers and employees are exposed to polluted air are more likely to engage in short-term-oriented REM. However, these firms do not show significant differences in accrual-based earnings management (AEM). A one standard deviation decrease in Visibility is associated with a 24.3 percent increase in REM. Interestingly, this effect is disproportionately associated with the overproduction of inventory and cuts in discretionary expenses, rather than in the manipulation of sales prices or credit terms. The impact of polluted air on REM is more pronounced in firms with high analyst pressure, no credit rating, low institutional ownership, or poor corporate governance. The results suggest the existence of earnings-target-oriented managerial myopia among firms exposed to polluted air. Cognitive biases among managers and reduced employee productivity, both induced by air pollution, are potential channels through which polluted air triggers firms’ myopic earnings management behaviors. © 2025 Elsevier Inc.",1,0
"2-s2.0-85121813918","Trans-boundary air pollution spillovers: Physical transport and economic costs by distance","10.1016/j.jdeveco.2021.102808","The economic costs of trans-boundary pollution spillovers versus local effects is necessary to evaluate centralized versus decentralized environmental policies. Directly estimating these for air pollution is difficult because spillovers are high-frequency and vary with distance while economic outcomes are usually measured with low-frequency and local pollution is endogenous. We develop an approach to quantify local versus spillover effects as a flexible function of distance utilizing commonly-available pollution and weather data. To correct for the endogeneity of pollution, it uses a mixed two-stage least squares method that accommodates high-frequency (daily) pollution data and low-frequency (annual) outcome data and can improve efficiency. We estimate spillovers of particulate matter smaller than 10 μg (PM10) on manufacturing labor productivity in China. A one μg/m3 annual increase in PM10 locally reduces the average firm's annual output by CNY 45,809 (0.30%) while the same increase in a city 50 km away decreases it by CNY 16,248 (0.11%). This effect declines rapidly to CNY 2847 (0.02%) for an increase in a city 600 km away and then slowly to zero at 1000 km. The results suggest the need for supra-provincial environmental policies or Coasian prices quantified under the approach. © 2021",1,0
"2-s2.0-105034679139","Out with the breath, out with the firms: Air pollution and foreign-invested firms exit in China","10.1016/j.strueco.2026.03.012","AbstractWhile existing studies have focused on the economic determinants of foreign firm exit, few have considered the influence of environmental factors. This study addresses this gap by examining how air pollution affects the foreign-invested firm exit in China, employing a regression discontinuity design to identify causal effects. The results reveal three key findings. First, high levels of air pollution significantly increase the likelihood of foreign firm exit, with heterogeneity across cities differing in economic development, government environmental attention, and foreign firm incumbents. Second, three influencing mechanisms are identified, that is, reductions in labor productivity, labor stock, and financial support. Third, foreign firms exhibit the highest sensitivity to air pollution, followed by private firms, whereas state-owned firms show insignificant responses. This study contributes to the theoretical understanding of how air pollution affects foreign firm dynamics, and provides strategies to enhance environmental governance to improve air quality and sustain foreign investment. © 2026 Elsevier B.V. All rights are reserved, including those for text and data mining, AI training, and similar technologies.",1,0
"2-s2.0-85120429518","Management and Shocks to Worker Productivity","10.1086/717046","We study how managers mitigate the negative impacts of environmental shocks. Pairing productivity data from a garment firm with granular measures of air pollution, we show that productivity suffers as a result of pollution shocks but that managers respond by reallocating particularly sensitive workers to improve worker-to-task matches, thus mitigating team productivity losses. Responses are smaller for more inattentive managers; these same managers are also least able to mitigate productivity declines. These patterns are confirmed by leveraging variation in opportunities for reallocation and comparing how close managers of differing attentiveness can get to the simulated production frontier by reallocating workers. © 2021 The University of Chicago. All rights reserved. Published by The University of Chicago Press.",1,1
"2-s2.0-79960092514","Environmental tax, morbidity and productivity profile; [Taxe environnementale, morbidité et profil de productivité]","10.3917/reco.623.0501","We revisit the influence of environmental policy on economic activity taking into account the impact of pollution on morbidity and its effect on the labor productivity age-profile. We find that the negative effect of environmental policy on the standard of living is modified by two opposite health effects. The first health effect increases per capita efficient labor, which attenuates the negative impact of environmental taxation on the standard of living. The second health effect decreases saving, which increases the negative impact of environmental policy on the standard of living. The second health effect appears because the age-specific impact of pollution on health is taken into account.",1,0
"2-s2.0-85184914576","Ambient PM2.5 and productivity-adjusted life years lost in Brazil: a national population-based study","10.1016/j.jhazmat.2024.133676","Enormous health burden has been associated with air pollution and its effects continue to grow. However, the impact of air pollution on labour productivity at the population level is still unknown. This study assessed the association between premature death due to PM2.5 exposure and the loss of productivity-adjusted life years (PALYs), in Brazil. We applied a novel variant of the difference-in-difference (DID) approach to assess the association. Daily all-cause mortality data in Brazil were collected from 2000–2019. The PALYs lost increased by 5.11% (95% CI: 4.10–6.13%), for every 10 µg/m3 increase in the 2-day moving average of PM2.5. A total of 9,219,995 (95% CI: 7,491,634–10,921,141) PALYs lost and US$ 268.05 (95% CI: 217.82–317.50) billion economic costs were attributed to PM2.5 exposure, corresponding to 7.37% (95% CI: 5.99–8.73%) of the total PALYs lost due to premature death. This study also found that 5,005,306 PALYs could be avoided if the World Health Organization (WHO) air quality guideline (AQG) level was met. In conclusion, this study demonstrates that ambient PM2.5 exposure is associated with a considerable labour productivity burden relating to premature death in Brazil, while over half of the burden could be prevented if the WHO AQG was met. The findings highlight the need to reduce ambient PM2.5 levels and provide strong evidence for the development of strategies to mitigate the economic impacts of air pollution. © 2024 The Authors",1,1
"2-s2.0-105035713247","Assessing Short-Term Productivity Losses Due to PM2.5 Exposure among Industrial Workers in Asaluyeh, Iran","10.22059/poll.2025.401733.3098","This investigation examines the effect of short-term exposure to fine particulate matter (PM2.5) on productivity of workers in the industrial city of Asaluyeh, Iran, with an objective to help develop better air quality control action plans. Because the immediate effects of PM2.5 on the workers in an industrial setting are poorly understood, we collected PM2.5 counts at each of the 6 monitors in 2018 and calculated the lost workdays using log-linear health models. We then isolated the spatial data using Kriging Interpolation and fuzzy logic models (FDEMATEL and FDANP) and consequently generated risk maps in six different areas. We estimated the economic burden by multiplying daily productivity (based on the average wage) with healthcare costs associated with respiratory health. Every 10 µg / m^3 increase in the annual mean concentration of PM2.5 was associated with a 75 increase in workdays lost in Chah Mobarak (relative risk [RR] = 1.75, 95 confidence interval [CI]: 1.6–1.9) and a 61 increase in Shirino (RR = 1.61, 95 CI: 1.5–1.73). Hara and Phases 6, 7 and 8 had no significant effect on workdays lost (RR = 1.0). For the spatial model, we assessed areas identified as very high-risk, which covered a land use footprint of 3,072.96 hectares and legitimate risk variables that were primarily caused by closeness to emission sources. Economic losses equaled 889,200 in productivity losses and 983.76 in health care costs per 10 µg / m^3 increase in Chah Mobarak, and the indirect losses we assigned for examples - reductions in industrial output - were 20 million. These results show the potential effects PM2.5 has on economic issues and health issues in industry served. We suggest specific emission controls that could be fairly easy and inexpensive to implement such as filter systems and live air quality monitoring to improve productive capacity and health of workers. © The Author(s).",1,1
"2-s2.0-85098136550","Does haze cloud decision making? A natural laboratory experiment","10.1016/j.jebo.2020.12.007","The adverse impact of haze on health and its association with a range of economic outcomes have received increasing attention in the literature. A natural laboratory experiment involving more than 600 subjects enables a first attempt at investigating the causal effect of haze, proxied by particulate matter of up to 2.5 microns in diameter (PM2.5) on decision making. This study was conducted in Beijing in October 2012 over five days with highly varying levels of PM2.5, which only became commonly known in China in 2013. We observed several effects associated with an increase in haze. In terms of individual decision making, we found increases in risk aversion and ambiguity aversion over gains. In terms of other-regarding behavior, subjects became less prosocial, giving less in a dictator game, contributing less in a public goods game, and reciprocating less in a sequential prisoners’ dilemma. Our results underpin several reported findings in the literature linking short-term variations in air quality to real-world economic variables, including stock market performance, worker productivity, movie attendance and revenue, criminal activities, and subjective wellbeing. © 2020 Elsevier B.V.",1,1
"2-s2.0-85056102298","Air quality and error quantity: Pollution and performance in a high-skilled, quality-focused occupation","10.1086/698728","We provide the first evidence that short-term exposure to air pollution affects the work performance of a group of highly skilled, quality-focused employees. We repeatedly observe the decision making of individual professional baseball umpires, quasi-randomly assigned to varying air quality across time and space. Unique characteristics of this setting combined with high-frequency data disentangle effects of multiple pollutants and identify previously underexplored acute effects. We find that a 1 ppm increase in 3-hour CO causes an 11.5% increase in the propensity of umpires to make incorrect calls and a 10 μg/m3 increase in 12-hour PM2.5 causes a 2.6% increase. We control carefully for a variety of potential confounders, and results are supported by robustness and falsification checks. Our estimates imply that a 3% reduction in productive output is associated with a change in CO concentrations equivalent to moving from the 25th to the 95th percentile of the CO distribution in many of the largest US cities. © 2018 by The Association of Environmental and Resource Economists.",1,1
"2-s2.0-85104010679","The synergistic effect of pm2.5 and co2 concentrations on occupant satisfaction and work productivity in a meeting room","10.3390/ijerph18084109","High indoor air quality is crucial for the health of human beings. The purpose of this work is to analyze the synergistic effect of particulate matter 2.5 (PM2.5) and carbon dioxide (CO2) concentration on occupant satisfaction and work productivity. This study carried out a real-scale experiments in a meeting room with exposures of up to one hour. Indoor environment parameters, in-cluding air temperature, relative humidity, illuminance, and noise level, were controlled at a rea-sonable level. Twenty-nine young participants were participated in the experiments. Four mental tasks were conducted to quantitatively evaluate the work productivity of occupants and a questionnaire was used to access participants’ satisfaction. The Spearman correlation analysis and two-way analysis of variance were applied. It was found that the overall performance declined by 1% for every 10 μg/m3 increase in PM2.5 concentration. Moreover, for every 10% increase in dissatisfaction with air quality, productivity performance decreased by 1.1% or more. It should be noted that a high CO2 concentration (800 ppm) has a stronger negative effect on occupant satisfaction towards air quality than PM2.5 concentration in a non-ventilated room. In order to obtain optimal occupant satisfaction and work productivity, low concentrations of PM2.5 (<50 μg/m3) and CO2 (<700 ppm) are recommended. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",1,1
"2-s2.0-85065094388","Pollution and politician productivity: The effect of PM on MPs","10.3368/LE.95.2.157","Applying methods of textual analysis to all 119,225 speeches made in the Canadian House of Commons between 2006 and 2011, we establish that air pollution reduces the speech quality of Canadian members of parliament (MPs). Exposure to fine particulate matter concentrations exceeding 15 μg/m3 causes a 2.3% reduction in the quality of MPs' speech (equivalent to a 2.6 month decrease in education). For more difficult communication tasks the decrement in quality is equivalent to the loss of 6.5 months of schooling. Our design accounts for the potential endogeneity of exposure and controls for many potential confounders including individual fixed effects. © 2019 by the Board of Regents of the University of Wisconsin System.",1,1
"2-s2.0-85133153394","Pollution pictures: Psychological exposure to pollution impacts worker productivity in a large-scale field experiment","10.1016/j.jeem.2022.102691","While contemporaneous exposure to polluted air has been shown to reduce labor supply and worker productivity, little is known about the underlying mechanisms. We present first causal evidence that psychological exposure to pollution – the “thought of pollution” – can influence employment performance. Over 2000 recruits on a leading micro-task platform are exposed to otherwise identical images of polluted (treated) or unpolluted (control) scenes. Randomization across the geographically-dispersed workforce ensures that treatment is orthogonal to physical pollution exposure. Treated workers are less likely to accept a subsequent offer of work (labor supply) despite being offered a piece-rate much higher than is typical for the setting. Conditional on accepting the offer, treated workers complete between 5.1% to 10.1% less work (labor productivity) depending on the nature of their assigned task. We find no effect on work quality. Suggestive evidence points to the role of induced negative sentiment. Decrements to productivity through psychological mechanisms are plausibly additional to any from physical exposure to polluted air. © 2022 Elsevier Inc.",1,1
"2-s2.0-105031066915","Investigating the Interplay Between Air Quality, Comfort and Health: Impacts on Productivity in Domestic and Professional Spaces","","The research aims to establish the correlation between indoor air quality (IAQ), environment, health and productivity in residential and commercial facilities. Since indoors accounts for most of our time, the environment inside a building affects an individual's health and productivity. A quantitative study was conducted on a sample of 300 occupants of buildings in Uttar Pradesh, India, using validated scales for IAQ, thermal comfort, health complaints and productivity. The findings reveal that high IAQ and compromised thermal comfort negatively impact IAQ and impair occupants' health by causing headaches, respiratory issues and other health problems, leading to reduced productivity. The conclusions emphasize the need for improved ventilation and thermal control, especially in houses where such conditions may be lacking. Approaches to enhance IAQ and comfort in homes and workplaces, alongwith lessons for policy and building design that could influence health and performance, are presented. © 2026 - Kalpana Corporation.",1,0
"2-s2.0-85210722667","Oxidative Stress: The Particulate Linkage","10.1007/978-981-97-1363-9_13","Growing trend of air pollution has become one of the familiar environmental hazards for the society. It is a mixture of toxic compounds emerging from both natural and anthropogenic sources. Depending on the source and rate of emission the components of air pollution change dramatically. The primary human-made sources of air pollution may include vehicle emissions, natural gas to heat homes, fuel oils, and by-products of manufacturing and power generation and fumes from chemical production. In addition to that, various hazardous substances such as methane and other gases are released by decomposing organic matter in soils, and other gases include ash and smoke from volcanic eruptions, which are frequently caused by humans. Various reports around the world have consistently demonstrated that air pollution is a significant adaptable risk factor for enhanced mortality. Air pollutants can harm the health of humans, animals, plants, and buildings. The pollutants are in the form of gases, solid particles, or liquid droplets. Ozone (O3), nitric oxide (NO), carbon monoxide (CO), nitrogen dioxide (NO2), and sulphur dioxide (SO2) are some of the gaseous pollutants that contribute to air pollution. The pollution is now the leading environmental cause of premature death. Cardiovascular events such as acute ischemic account for the majority of the additional mortality caused by air pollution. Aside from increased mortality, air contamination is linked to significant reductions in worker productivity. Exposure to air pollution has a wide range of negative consequences on peoples health. The effects of air pollution can be divided into short-term and long-term effects. The discomfort, such as irritation to the nose, eyes, throat or skin, as well as infections like bronchitis are short-term symptoms that are transient. It can also cause headaches, nausea and dizziness. The long-term effects of pollution can last for years and cause various respiratory diseases. Long-term damage to peoples nerves, brains, kidneys, liver, and other organs, birth defects are the consequences of air pollution (Brook et al. 2004; Newby et al. 2015; Zivin and Neidell 2018; Hamanaka and Mutlu 2018). © The Editor(s) (if applicable) and The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2024. All rights reserved.",1,0
"2-s2.0-85173211201","Air quality and employee performance in teams: Evidence from the NFL","10.1016/j.ehb.2023.101310","Emerging research documents the impact of poor air quality on employee performance in a number of settings, including sport. Unlike other settings, sports teams have limited ability to influence previously scheduled games, making air quality exogenous to unobservable factors affecting game outcomes. We link play-level data from National Football League (NFL) games to data from air quality monitoring stations located near NFL stadiums. Results using data from about 90,000 offensive plays in 900 NFL games indicate that yards gained per offensive play increase with PM2.5 concentration. Defensive players are relatively more affected by air quality than offensive players. © 2023 Elsevier B.V.",1,1
"2-s2.0-85164079677","Indoor environmental quality in offices and risk of health and productivity complaints at work: A literature review","10.1016/j.hazadv.2023.100314","Many service jobs are carried out in modern offices, with individual offices being increasingly replaced by open-plan settings. The high number of adult people working in office buildings, in most situations sharing the workplace with many others during a considerable part of their daily time, highlights the importance of providing adequate guidance to ensure the quality of office environments. This paper aims to summarize existing data on modern offices' indoor environmental quality (IEQ) conditions in terms of air pollution (volatile organic compounds (VOC), particulate matter and inorganic pollutants), thermal comfort, lighting and acoustics and the respective associations with health and productivity-related outcomes in workers. Evidence shows that although many offices present acceptable IEQ, some office settings can have levels of air pollutants, hygrothermal conditions/thermal comfort and illuminance that do not comply with the existing international standards and recommendations. In addition, findings suggest the existence of significant associations between the assessed IEQ indicators and the risk of detrimental effects on health and productivity of office workers. In particular, airborne particles, CO2, O3 and thermal comfort were linked with the prevalence of sick building syndrome symptoms. Poor lighting and acoustical quality have also been associated with malaise and physiological stress among office workers. Similarly, better productivity levels have been registered for good indoor air quality conditions, in terms of VOC, airborne particles and CO2. Overall, the evidence revised in this work suggests that for promoting health and productivity recommendations for office building managers include actions to ensure that: i) all relevant IEQ indicators are periodically controlled to ensure that levels comply with recommended limit values; ii) declared indoor pollution sources are avoided; iii) adequate ventilation and acclimatization strategies are implemented; and iv) there is the possibility of conduct personalized adjustments to environmental conditions (following workers' preferences). © 2023",1,0
"2-s2.0-84905866506","Study on indoor air quality of an university classroom in China","","Indoor air quality not only affects the comfort and health, but also has an impact on indoor work efficiency. The research concentrates on the study of a university in China and measures the air quality of classroom, with projects including CO2 concentration, temperature, relative humidity and particulate matter (PM10, PM2.5), in order to explore the impact of CO2 concentration factors and their impact on students' learning outcomes. The study concludes that the biggest factor affecting college indoor air quality exceeded the indoor CO2 concentration, ventilation lacking and the classroom overcrowding; proving that the indoor CO2 concentration exceeded have a significant effect on students' learning efficiency. The continuous monitoring reflects the growth of the indoor CO2 concentration of the number of ventilators, also higher in winter heating than the fall. Based on the premise of the feasibility, the paper proposed several new methods to lower the indoor CO2 concentration during winter.",1,1
"2-s2.0-85105607925","The effect of low ventilation rate on perceived air quality and work performance - A laboratory study","","The aim was to study the effects of low ventilation rate with elevated level of bioeffluents on perceived indoor air quality, health symptoms and work performance. The experiment was conducted in an office laboratory with low material emissions. CO2 concentration level was used as an indicator of bioeffluents. In Condition A, outdoor air flow rate of 28.2 l/s*person (CO2 level 540 ppm) was applied and in Condition B, outdoor air flow rate was 2.3 l/s*person (CO2 level 2260 ppm). Thirty-six subjects participated in the experiment with 4-hour exposure time per condition. Subjects' perception was assessed with questionnaires and performance was measured with seven different tasks. Condition B increased slightly subjective workload and perceived fatigue and had a weak negative effect on performance only in one task. No effects on health symptoms were found. The experimental condition had an effect on perceived air quality and observed odor intensity only in the beginning of the session. © 2018 15th Conference of the International Society of Indoor Air Quality and Climate, INDOOR AIR 2018. All rights reserved.",1,0
"2-s2.0-105002572541","“And Breathe Normally”: Impacts of low emission zones on sick leave and mental well-being","10.1016/j.jebo.2025.106994","Air pollution poses a global concern due to its detrimental effects on climate, healthcare, and human capital accumulation. However, there is limited evidence on the health and human capital impacts of clean air transport policies. This study investigates the effects of London's Low Emission Zone (LEZ) and Ultra-Low Emission Zone (ULEZ) on air quality, sick leave, well-being, and physical health. By exploiting the temporal and spatial variations of these policies – implemented in Greater London (LEZ) in 2008 and Central London (ULEZ) in 2019 – we implement a difference-in-differences approach utilising linked survey and administrative data. We show that the LEZ and ULEZ policies significantly reduced PM10 and NO2 levels. Consequently, we observe substantial improvements in labour productivity, with sick leave reduced by 18.5% from pre-LEZ levels. The ULEZ contributed to enhanced mental well-being, as evidenced by increased feelings of happiness, worthiness and satisfaction, along with a reduction in anxiety. These effects are further supported by improvements in physical health, with the LEZ reducing the incidence of long-term health conditions by 6.8% and respiratory issues by 10.2%. A back-of-the-envelope cost–benefit analysis suggests that the policies generated savings exceeding £37 million per year for the overall population. © 2025 The Authors",1,1
"2-s2.0-84948406053","Indoor environmental and air quality characteristics, building-related health symptoms, and worker productivity in a federal government building complex","10.1080/19338244.2014.965246","Building Health Sciences, Inc. (BHS), investigated environmental conditions by many modalities in 71 discreet areas of 12 buildings in a government building complex that had experienced persistent occupant complaints despite correction of deficiencies following a prior survey. An online health survey was completed by 7,637 building occupants (49% response rate), a subset of whom voluntarily wore personal sampling apparatus and underwent medical evaluation. Building environmental measures were within current standards and guidelines, with few outliers. Four environmental factors were consistently associated with group-level building-related health complaints: physical comfort/discomfort, odor, job stress, and glare. Several other factors were frequently commented on by participants, including cleanliness, renovation and construction activities, and noise. Low relative humidity was significantly associated with lower respiratory and ""sick building syndrome""-type symptoms. No other environmental conditions (including formaldehyde, PM10 [particulate matter with an aerodynamic diameter <10 m], or mold levels, which were tested by 7 parameters) correlated directly with individual health symptoms. Indicators of atopy or allergy (sinusitis, allergies, and asthma), when present singly, in combinations of 2 conditions, or together, were hierarchically associated with the following: increased absence, increased presenteeism (presence at work but at reduced capacity), and increase in reported symptom-days, including symptoms not related to respiratory disease. We found that in buildings without unusual hazards and with environmental and air quality indicators within the range of acceptable indoor air quality standards, there is an identifiable population of occupants with a high prevalence of asthma and allergic disease who disproportionately report discomfort and lost productivity due to symptoms and that in ""normal"" buildings these outcome indicators are more closely associated with host factors than with environmental conditions. We concluded from the experience of this study that building-related health complaints should be investigated at the work-area level and not at a building-wide level. An occupant-centric medical evaluation should guide environmental investigations, especially when screening results of building indoor environmental and air quality measurements show that the building and its work areas are within regulatory standards and industry guidelines. © 2015 Taylor & Francis.",1,1
"2-s2.0-0022470699","Effects of ozone exposure on four consecutive days on work performance and V̇O2(max)","10.1152/jappl.1986.61.3.960","The effects of 4 consecutive days of 1-h exposure to 0.35 ppm ozone (O3) on maximal O2 uptake (V̇O2(max)), performance time, pulmonary function, and subjective symptom responses were studied in eight aerobically trained males. Each subject was first exposed in random order to filtered air (FA) and 0.35 ppm O3 while exercising on a bicycle ergometer for 50 min at a work load eliciting minute ventilation of ~60 l/min. A rapidly incremented V̇O2(max) test to volitional fatigue was completed within 10 min following each of these exposures, as well as on day 4 of the consecutive daily exposures to O3. Initial exposure to O3 induced the occurrence of subjective symptoms, as well as significant pulmonary function impairment and decrements in maximal exercise performance time (from 253 to 211 s) and V̇O2(max) (from 3.85 to 3.62 l/min). Following the fourth consecutive day of exposure to O3, pulmonary function impairment was not significantly different from initial exposure to O3, although subjective symptom severity was significantly reduced. Exercise performance time (239 s) and VO2(max) (3.79 l/min) on the fourth consecutive daily exposure to O3 were not significantly different from FA values. These data indicate no significant adaptation to initial O3 exposure-induced pulmonary function impairment following four consecutive daily exposures to O3, although reduced subjective symptom severity and enhanced exercise performance time on day 4 suggest an habituation effect. Our results also suggest that O3 adaptation may be a more complex phenomena than identified previously.",1,0
"2-s2.0-0018433369","Effects of ozone inhalation on work performance and Vo2max","","Ozone (O3) at near ambient smog alert levels has previously been shown to cause alterations in pulmonary function and exercise response in humans. The present study was designed to investigate the effects of O3 administered during graded bicycle exercise to volitional fatigue on work performance and maximal oxygen uptake (Vo2(max). Nine subjects performed three tests each while breathing either 0.00, 0.15, or 0.30 ppm O3. Forced vital capacity, residual volume, maximal midexpiratory flow rate, and forced expiratory volume in 1 s were assessed before, immediately after, and 4 h after exercise. O3 exposure resulted in no significant effect on maximal work rate, anaerobic threshold, or any pulmonary function parameter. However, maximal expired minute ventilation was decreased (P<0.05) in a dose dependent fashion. Thus, exercise ventilation during maximal work was a more sensitive indicator of the effects of O3 exposure than were standard pulmonary function tests. Although subjective symptoms of discomfort were reported more frequently with increased O3 level, it was concluded that exposure of healthy young men to as much as 0.30 ppm O3 for no more than 30 min of progressively incremented exercise to volitional fatigue, is insufficient to cause a significant decrease in work capacity or Vo2(max).",1,0
"2-s2.0-84870447526","Is CO2 an indoor pollutant? direct effects of low-to-moderate CO2 concentrations on human decision-making performance","10.1289/ehp.1104789","Background: Associations of higher indoor carbon dioxide (CO2) concentrations with impaired work performance, increased health symptoms, and poorer perceived air quality have been attributed to correlation of indoor CO2 with concentrations of other indoor air pollutants that are also influenced by rates of outdoor-air ventilation. Objectives: We assessed direct effects of increased CO2, within the range of indoor concentrations, on decision making. Methods: Twenty-two participants were exposed to CO2 at 600, 1,000, and 2,500 ppm in an office-like chamber, in six groups. Each group was exposed to these conditions in three 2.5-hr sessions, all on 1 day, with exposure order balanced across groups. At 600 ppm, CO2 came from outdoor air and participants' respiration. Higher concentrations were achieved by injecting ultrapure CO2. Ventilation rate and temperature were constant. Under each condition, participants completed a computer-based test of decision-making performance as well as questionnaires on health symptoms and perceived air quality. Participants and the person administering the decision-making test were blinded to CO2 level. Data were analyzed with analysis of variance models. Results: Relative to 600 ppm, at 1,000 ppm CO2, moderate and statistically significant decrements occurred in six of nine scales of decision-making performance. At 2,500 ppm, large and statistically significant reductions occurred in seven scales of decision-making performance (raw score ratios, 0.06-0.56), but performance on the focused activity scale increased. Conclusions: Direct adverse effects of CO2 on human performance may be economically important and may limit energy-saving reductions in outdoor air ventilation per person in buildings. Confirmation of these findings is needed.",1,1
"2-s2.0-0017355725","Decrease of maximum work performance following ozone exposure","10.1152/jappl.1977.42.4.531","A bicycle ergometer was used to measure maximum exercise oxygen consumption following 2 hr of intermittent exercise in an environmental chamber ventilated with air (FA test) or filtered air plus 0.75 ppm ozone (PO test). Thirteen adult males performed both tests according to a random sequence. The maximum attained Vo2 declined 10% (P < 0.01), maximum attained work load was reduced by 10% (P < 0.01), maximul ventilation decreased 16% (P < 0.01), and maximum heart rate dropped 6% (P < 0.05) in the PO test. At the highest common work load, heart rate and oxygen consumption were similar and ventilation was slightly higher (P < 0.05); however, frequency of respiration increased 45% (P < 0.01) and tidal volume fell by 29% (P < 0.01) following ozone exposure. During maximum exercise, the respiratory frequency was similar in both tests, but tidal volume was 21% lower (P < 0.01) in PO experiments. Decreases in vital capacity and FEV(1.0) as well as cough and chest discomfort were also noted following ozone exposure. The authors conclude that the reduction of maximum attained Vo2 is a consequence of ventilatory limitation of maximum effort, probably related to respiratory discomfort.",1,0
